onset	duration	sample	trial_type	response_time	stim_file	item_name	category	serialpos	list	test	answer	experiment	session	subject
0.0	96.916	25629	INSTRUCT_START	n/a	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	catFR1	2	R1403N
96.916	39.499	122538	INSTRUCT_END	n/a	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	catFR1	2	R1403N
136.415	10.35	162038	COUNTDOWN_START	n/a	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	catFR1	2	R1403N
146.765	0.0	172373	COUNTDOWN_END	n/a	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	catFR1	2	R1403N
146.765	2.099	172391	ENCODING_START	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
148.864	1.601	174483	WORD	n/a	n/a	CUCUMBER	Vegetables	1	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
150.465	0.9	176088	WORD_OFF	n/a	n/a	CUCUMBER	Vegetables	1	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
151.365	1.617	176972	WORD	n/a	n/a	CAULIFLOWER	Vegetables	2	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
152.982	0.9	178595	WORD_OFF	n/a	n/a	CAULIFLOWER	Vegetables	2	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
153.882	1.616	179497	WORD	n/a	n/a	ANT	Insects	3	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
155.498	0.999	181121	WORD_OFF	n/a	n/a	ANT	Insects	3	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
156.497	1.601	182112	WORD	n/a	n/a	GNAT	Insects	4	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
158.098	0.833	183718	WORD_OFF	n/a	n/a	GNAT	Insects	4	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
158.931	1.601	184547	WORD	n/a	n/a	COFFEE	Beverages	5	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
160.532	0.933	186153	WORD_OFF	n/a	n/a	COFFEE	Beverages	5	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
161.465	1.617	187072	WORD	n/a	n/a	WINE	Beverages	6	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
163.082	0.851	188696	WORD_OFF	n/a	n/a	WINE	Beverages	6	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
163.933	1.599	189543	WORD	n/a	n/a	ROACH	Insects	7	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
165.532	0.916	191149	WORD_OFF	n/a	n/a	ROACH	Insects	7	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
166.448	1.6	192069	WORD	n/a	n/a	FLY	Insects	8	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
168.048	0.899	193656	WORD_OFF	n/a	n/a	FLY	Insects	8	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
168.947	1.601	194558	WORD	n/a	n/a	PEAS	Vegetables	9	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
170.548	0.817	196163	WORD_OFF	n/a	n/a	PEAS	Vegetables	9	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
171.365	1.6	196974	WORD	n/a	n/a	CABBAGE	Vegetables	10	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
172.965	0.867	198580	WORD_OFF	n/a	n/a	CABBAGE	Vegetables	10	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
173.832	1.616	199445	WORD	n/a	n/a	BEER	Beverages	11	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
175.448	0.8	201069	WORD_OFF	n/a	n/a	BEER	Beverages	11	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
176.248	1.616	201862	WORD	n/a	n/a	CIDER	Beverages	12	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
177.864	0.002	203486	WORD_OFF	n/a	n/a	CIDER	Beverages	12	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
177.866	0.0	203486	DISTRACT_START	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
177.866	0.0	203486	ENCODING_END	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
177.866	0.0	203480	START	n/a	n/a	n/a	n/a	-999	-1	[-999, -999, -999]	n/a	catFR1	2	R1403N
177.866	6.683	203480	PROB	6.667	n/a	n/a	n/a	-999	-1	[3, 5, 8]	16.0	catFR1	2	R1403N
184.549	6.633	210163	PROB	6.616	n/a	n/a	n/a	-999	-1	[8, 8, 5]	21.0	catFR1	2	R1403N
191.182	3.616	216796	PROB	3.599	n/a	n/a	n/a	-999	-1	[1, 5, 4]	10.0	catFR1	2	R1403N
194.798	4.136	220411	PROB	4.117	n/a	n/a	n/a	-999	-1	[7, 1, 8]	16.0	catFR1	2	R1403N
198.934	0.0	224552	DISTRACT_END	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
198.934	2.364	224547	STOP	n/a	n/a	n/a	n/a	-999	-1	[-999, -999, -999]	n/a	catFR1	2	R1403N
201.298	1.462	226905	REC_START	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
202.76	0.541	228373	REC_WORD	1.462	n/a	CUCUMBER	Vegetables	1	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
203.301	0.853	228914	REC_WORD	2.003	n/a	CAULIFLOWER	Vegetables	2	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
204.154	0.561	229767	REC_WORD	2.856	n/a	ANT	Insects	3	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
204.715	0.387	230328	REC_WORD	3.417	n/a	GNAT	Insects	4	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
205.102	2.186	230715	REC_WORD	3.804	n/a	FLY	Insects	8	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
207.288	20.573	232901	REC_WORD	5.99	n/a	BEER	Beverages	11	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
227.861	3.647	253473	REC_WORD	26.563	n/a	CABBAGE	Vegetables	10	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
231.508	17.507	257126	REC_END	n/a	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	catFR1	2	R1403N
249.015	10.35	274621	COUNTDOWN_START	n/a	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	catFR1	2	R1403N
259.365	0.0	284974	COUNTDOWN_END	n/a	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	catFR1	2	R1403N
259.365	1.966	284974	ENCODING_START	n/a	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	catFR1	2	R1403N
261.331	1.6	286940	WORD	n/a	wordpools/wordpool_categorized_EN.txt	PHONE	Electronics	1	1	[0, 0, 0]	n/a	catFR1	2	R1403N
262.931	0.917	288545	WORD_OFF	n/a	n/a	PHONE	Electronics	1	1	[0, 0, 0]	n/a	catFR1	2	R1403N
263.848	1.616	289465	WORD	n/a	wordpools/wordpool_categorized_EN.txt	RADIO	Electronics	2	1	[0, 0, 0]	n/a	catFR1	2	R1403N
265.464	0.817	291070	WORD_OFF	n/a	n/a	RADIO	Electronics	2	1	[0, 0, 0]	n/a	catFR1	2	R1403N
266.281	1.617	291900	WORD	n/a	wordpools/wordpool_categorized_EN.txt	DOLL	Toys	3	1	[0, 0, 0]	n/a	catFR1	2	R1403N
267.898	0.85	293505	WORD_OFF	n/a	n/a	DOLL	Toys	3	1	[0, 0, 0]	n/a	catFR1	2	R1403N
268.748	1.6	294353	WORD	n/a	wordpools/wordpool_categorized_EN.txt	FOOTBALL	Toys	4	1	[0, 0, 0]	n/a	catFR1	2	R1403N
270.348	0.866	295958	WORD_OFF	n/a	n/a	FOOTBALL	Toys	4	1	[0, 0, 0]	n/a	catFR1	2	R1403N
271.214	1.617	296824	WORD	n/a	wordpools/wordpool_categorized_EN.txt	EAR	BodyParts	5	1	[0, 0, 0]	n/a	catFR1	2	R1403N
272.831	0.983	298447	WORD_OFF	n/a	n/a	EAR	BodyParts	5	1	[0, 0, 0]	n/a	catFR1	2	R1403N
273.814	1.617	299421	WORD	n/a	wordpools/wordpool_categorized_EN.txt	EYE	BodyParts	6	1	[0, 0, 0]	n/a	catFR1	2	R1403N
