onset	duration	sample	trial_type	response_time	stim_file	item_name	category	serialpos	list	experiment	session	subject
0.0	15.776	242620	SESS_START	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
15.776	10.428	258774	COUNTDOWN_START	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
26.204	3.692	269452	COUNTDOWN_END	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
29.896	2.585	273232	PRACTICE_WORD	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
32.481	2.616	275879	PRACTICE_WORD	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
35.097	2.435	278558	PRACTICE_WORD	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
37.532	2.633	281051	PRACTICE_WORD	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
40.165	2.484	283748	PRACTICE_WORD	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
42.649	2.583	286291	PRACTICE_WORD	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
45.232	2.567	288936	PRACTICE_WORD	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
47.799	2.535	291564	PRACTICE_WORD	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
50.334	2.384	294160	PRACTICE_WORD	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
52.718	2.466	296601	PRACTICE_WORD	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
55.184	2.535	299126	PRACTICE_WORD	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
57.719	1.617	301722	PRACTICE_WORD	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
59.336	23.271	303378	PRACTICE_DISTRACT_START	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
82.607	0.551	327207	PRACTICE_DISTRACT_END	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
83.158	30.516	327771	PRACTICE_REC_START	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
113.674	18.408	359018	PRACTICE_REC_END	n/a	n/a	n/a	n/a	-999	-999	catFR1	1	R1221P
132.082	0.0	377867	TRIAL	n/a	n/a	n/a	n/a	-999	1	catFR1	1	R1221P
132.082	10.428	377867	COUNTDOWN_START	n/a	n/a	n/a	n/a	-999	1	catFR1	1	R1221P
142.51	0.008	388545	COUNTDOWN_END	n/a	n/a	n/a	n/a	-999	1	catFR1	1	R1221P
142.518	3.717	388554	ORIENT	n/a	n/a	n/a	n/a	-999	1	catFR1	1	R1221P
146.235	2.6	392360	WORD	n/a	wordpools/wordpool_categorized_EN.txt	ELBOW	BodyParts	1	1	catFR1	1	R1221P
148.835	2.585	395022	WORD	n/a	wordpools/wordpool_categorized_EN.txt	KNEE	BodyParts	2	1	catFR1	1	R1221P
151.42	2.449	397669	WORD	n/a	wordpools/wordpool_categorized_EN.txt	BINDER	OfficeSupplies	3	1	catFR1	1	R1221P
153.869	2.502	400177	WORD	n/a	wordpools/wordpool_categorized_EN.txt	STAPLER	OfficeSupplies	4	1	catFR1	1	R1221P
156.371	2.599	402739	WORD	n/a	wordpools/wordpool_categorized_EN.txt	BED	Furniture	5	1	catFR1	1	R1221P
158.97	2.468	405400	WORD	n/a	wordpools/wordpool_categorized_EN.txt	RECLINER	Furniture	6	1	catFR1	1	R1221P
161.438	2.55	407927	WORD	n/a	wordpools/wordpool_categorized_EN.txt	LEG	BodyParts	7	1	catFR1	1	R1221P
163.988	2.601	410538	WORD	n/a	wordpools/wordpool_categorized_EN.txt	FINGERS	BodyParts	8	1	catFR1	1	R1221P
166.589	2.55	413201	WORD	n/a	wordpools/wordpool_categorized_EN.txt	CHAIR	Furniture	9	1	catFR1	1	R1221P
169.139	2.468	415812	WORD	n/a	wordpools/wordpool_categorized_EN.txt	NIGHTSTAND	Furniture	10	1	catFR1	1	R1221P
171.607	2.433	418340	WORD	n/a	wordpools/wordpool_categorized_EN.txt	PAPER	OfficeSupplies	11	1	catFR1	1	R1221P
174.04	1.618	420831	WORD	n/a	wordpools/wordpool_categorized_EN.txt	PEN	OfficeSupplies	12	1	catFR1	1	R1221P
175.658	20.086	422488	DISTRACT_START	n/a	n/a	n/a	n/a	-999	1	catFR1	1	R1221P
195.744	1.151	443055	DISTRACT_END	n/a	n/a	n/a	n/a	-999	1	catFR1	1	R1221P
196.895	1.413	444234	REC_START	n/a	n/a	n/a	n/a	-999	1	catFR1	1	R1221P
198.308	0.583	445681	REC_WORD	1.413	n/a	ELBOW	BodyParts	1	1	catFR1	1	R1221P
198.891	1.027	446278	REC_WORD	1.996	n/a	HEAD	n/a	-999	1	catFR1	1	R1221P
199.918	2.855	447329	REC_WORD	3.023	n/a	FINGERS	BodyParts	8	1	catFR1	1	R1221P
202.773	1.783	450253	REC_WORD_VV	5.878	n/a	<>	n/a	-999	1	catFR1	1	R1221P
204.556	0.38	452078	REC_WORD_VV	7.661	n/a	<>	n/a	-999	1	catFR1	1	R1221P
204.936	21.971	452467	REC_WORD	8.041	n/a	PENCIL	n/a	-999	1	catFR1	1	R1221P
226.907	24.532	474965	REC_END	n/a	n/a	n/a	n/a	-999	1	catFR1	1	R1221P
